Date&Time,Temperature(C),Huminity(%),,,,,
2022/6/22 11:05,27.1,77.8,,,,,
2022/6/22 11:10,27.2,77.6,,,,,
2022/6/22 11:15,27.2,78,,,,,
2022/6/22 11:20,27.1,77.9,,,,,
2022/6/22 11:25,27.2,78.7,,,,,
2022/6/22 11:30,27.1,77.8,,,,,
2022/6/22 11:35,27.1,78.4,,,,,
2022/6/22 11:40,27.2,78.3,,,,,
2022/6/22 11:45,27.1,78.2,,,,,
2022/6/22 11:50,27.1,78.5,,,,,
2022/6/22 11:55,27.3,78.4,,,,,
2022/6/22 12:00,27.2,78.6,,,,,
2022/6/22 12:05,27,78.6,,,,,
2022/6/22 12:10,27.2,78.4,,,,,
2022/6/22 12:15,27.2,78.5,,,,,
2022/6/22 12:20,27.2,78.6,,,,,
2022/6/22 12:25,27.2,78.7,,,,,
2022/6/22 12:30,27.2,78.6,,,,,
2022/6/22 12:35,27.2,78.5,,,,,
2022/6/22 12:40,27.2,78.5,,,,,
2022/6/22 12:45,27.3,78.3,,,,,
2022/6/22 12:50,27.3,78.1,,,,,
2022/6/22 12:55,27.2,78.2,,,,,
2022/6/22 13:00,27.2,78.6,,,,,
2022/6/22 13:05,27.2,78.3,,,,,
2022/6/22 13:10,27.2,78.6,,,,,
2022/6/22 13:15,27.2,77.2,,,,,
2022/6/22 13:20,27.2,78.5,,,,,
2022/6/22 13:25,27.2,78.1,,,,,
2022/6/22 13:30,27.2,78.4,,,,,
2022/6/22 13:35,27.2,78.5,,,,,
2022/6/22 13:40,27.3,78.9,,,,,
2022/6/22 13:41,27.4,77.9,,,,,
2022/6/22 13:46,27.1,77.1,,,,,
2022/6/22 13:51,27.1,75.9,,,,,
2022/6/22 13:56,27.1,76.4,,,,,
2022/6/22 14:01,27.1,76.8,,,,,
2022/6/22 14:06,27,76.8,,,,,
2022/6/22 14:11,27.1,75.2,,,,,
2022/6/22 14:16,27,76.9,,,,,
2022/6/22 14:21,27,76.8,,,,,
2022/6/22 14:26,27.1,76.9,,,,,
2022/6/22 14:31,27.1,77,,,,,
2022/6/22 14:36,27,76.8,,,,,
2022/6/22 14:41,27.1,76.8,,,,,
2022/6/22 14:46,27.1,77.2,,,,,
2022/6/22 14:51,27.1,77.4,,,,,
2022/6/22 14:56,27,77.4,,,,,
2022/6/22 15:01,27,76.4,,,,,
2022/6/22 15:06,27.1,76.8,,,,,
2022/6/22 15:11,27,77.6,,,,,
2022/6/22 15:16,27,77.1,,,,,
2022/6/22 15:21,27.1,77.3,,,,,
2022/6/22 15:26,27.1,76.9,,,,,
2022/6/22 15:31,27,78.3,,,,,
2022/6/22 15:36,26.9,77.4,,,,,
2022/6/22 15:41,27,76.9,,,,,
2022/6/22 15:46,26.8,75.3,,,,,
2022/6/22 15:51,26.7,73.2,,,,,
2022/6/22 15:56,26.1,69.4,,,,,
2022/6/22 16:01,26.2,69.8,,,,,
2022/6/22 16:06,26.3,69.3,,,,,
2022/6/22 16:11,26.3,69.1,,,,,
2022/6/22 16:16,26.2,69.1,,,,,
2022/6/22 16:21,26.3,68.4,,,,,
2022/6/22 16:26,26.2,67.9,,,,,
2022/6/22 16:31,26.1,67.7,,,,,
2022/6/22 16:36,26,67.5,,,,,
2022/6/22 16:41,25.9,67.9,,,,,
2022/6/22 16:46,26.1,68.1,,,,,
2022/6/22 16:51,26.1,67.6,,,,,
2022/6/22 16:56,26,67.4,,,,,
2022/6/22 16:57,26.2,67.4,,,,,
2022/6/22 17:02,26.3,66.2,,,,,
2022/6/22 17:07,26.6,65.8,,,,,
2022/6/22 17:12,26.7,64.3,,,,,
2022/6/22 17:17,26.9,64.2,,,,,
2022/6/22 17:22,26.8,64,,,,,
2022/6/22 17:27,26.7,64.4,,,,,
2022/6/22 17:32,26.5,65.2,,,,,
2022/6/22 17:37,26.3,65,,,,,
2022/6/22 17:42,26.3,65.4,,,,,
2022/6/22 17:47,26.2,65.5,,,,,
2022/6/22 17:52,26.3,66,,,,,
2022/6/22 17:57,26.2,66.2,,,,,
2022/6/22 18:02,26.3,66.2,,,,,
2022/6/22 18:07,26.1,66.5,,,,,
2022/6/22 18:12,26.1,66.3,,,,,
2022/6/22 18:17,26.1,66.7,,,,,
2022/6/22 18:22,26,66.7,,,,,
2022/6/22 18:27,26,66.7,,,,,
2022/6/22 18:32,25.9,66.8,,,,,
2022/6/22 18:37,25.9,66.7,,,,,
2022/6/22 18:42,25.8,67,,,,,
2022/6/22 18:47,25.9,66.7,,,,,
2022/6/22 18:52,26,66.9,,,,,
2022/6/22 18:57,25.9,66.7,,,,,
2022/6/22 19:02,26,66.7,,,,,
2022/6/22 19:07,26.1,67.4,,,,,
2022/6/22 19:12,26.2,68.5,,,,,
2022/6/22 19:17,26.1,69,,,,,
2022/6/22 19:22,26.1,69.8,,,,,
2022/6/22 19:27,25.9,69.8,,,,,
2022/6/22 19:32,25.9,69.3,,,,,
2022/6/22 19:37,26,68.8,,,,,
2022/6/22 19:42,26,68.6,,,,,
2022/6/22 19:47,26,68.6,,,,,
2022/6/22 19:52,26,68,,,,,
2022/6/22 19:57,26,67.8,,,,,
2022/6/22 20:02,25.9,67.6,,,,,
2022/6/22 20:07,26,67.2,,,,,
2022/6/22 20:12,26,67.3,,,,,
2022/6/22 20:17,26,67.2,,,,,
2022/6/22 20:22,25.9,67.2,,,,,
2022/6/22 20:27,26,67.6,,,,,
2022/6/22 20:32,26,67.5,,,,,
2022/6/22 20:37,26.1,67.1,,,,,
2022/6/22 20:42,26,65.9,,,,,
2022/6/22 20:47,26.2,66.3,,,,,
2022/6/22 20:52,26.1,66.1,,,,,
2022/6/22 20:57,26,66.3,,,,,
2022/6/22 21:02,26.1,66.2,,,,,
2022/6/22 21:07,26.2,66.5,,,,,
2022/6/23 9:27,27,76.3,,,,,
2022/6/23 9:32,26.9,76.1,,,,,
2022/6/23 9:37,26.8,76.1,,,,,
2022/6/23 9:42,26.8,75.5,,,,,
2022/6/23 9:47,26.9,75.7,,,,,
2022/6/23 9:52,26.9,76,,,,,
2022/6/23 9:57,27,75.9,,,,,
2022/6/23 10:02,27,75.6,,,,,
2022/6/23 10:07,26.9,74.3,,,,,
2022/6/23 10:12,26.9,75.3,,,,,
2022/6/23 10:17,26.9,74.5,,,,,
2022/6/23 10:22,26.9,74.6,,,,,
2022/6/23 10:27,27,74.9,,,,,
2022/6/23 10:32,26.9,75.3,,,,,
2022/6/23 10:37,26.9,73.8,,,,,
2022/6/23 10:42,26.9,73.7,,,,,
2022/6/23 10:47,26.9,74.5,,,,,
2022/6/23 10:52,27,75.1,,,,,
2022/6/23 10:57,26.9,75.1,,,,,
2022/6/23 11:02,27,75.7,,,,,
2022/6/23 11:07,27.1,76.1,,,,,
2022/6/23 11:12,27.1,76.1,,,,,
2022/6/23 11:17,27.1,75.8,,,,,
2022/6/23 11:22,27.1,75.7,,,,,
2022/6/23 11:27,26.9,75.1,,,,,
2022/6/23 11:32,27.1,75,,,,,
2022/6/23 11:37,27.1,74.5,,,,,
2022/6/23 11:42,27.2,74.8,,,,,
2022/6/23 11:47,27.2,74.4,,,,,
2022/6/23 11:52,27.1,74.8,,,,,
2022/6/23 11:57,27.2,73.8,,,,,
2022/6/23 12:02,27.2,75,,,,,
2022/6/23 12:07,27.3,74.4,,,,,
2022/6/23 12:12,27.3,75.4,,,,,
2022/6/23 12:17,27.1,74.6,,,,,
2022/6/23 12:22,27.2,76.1,,,,,
2022/6/23 12:27,27.4,76.7,,,,,
2022/6/23 12:32,27.4,76.6,,,,,
2022/6/23 12:37,27.4,77.5,,,,,
2022/6/23 12:42,27.6,77.7,,,,,
2022/6/23 12:47,27.5,78.3,,,,,
2022/6/23 12:52,27.6,78.1,,,,,
2022/6/23 12:57,27.5,78,,,,,
2022/6/23 13:02,27.5,78.4,,,,,
2022/6/23 13:07,27.5,78.5,,,,,
2022/6/23 13:12,27.5,77.8,,,,,
2022/6/23 13:17,27.3,76.8,,,,,
2022/6/23 13:22,27.3,76.7,,,,,
2022/6/23 13:27,27.3,76.3,,,,,
2022/6/23 13:32,27.3,76.8,,,,,
2022/6/23 13:37,27.3,74.7,,,,,
2022/6/23 13:40,27.2,74,,,,,
2022/6/23 13:45,27.2,73,,,,,
2022/6/23 13:50,27.2,73.1,,,,,
2022/6/23 13:55,27.1,71.9,,,,,
2022/6/23 14:00,27,73.4,,,,,
2022/6/23 14:05,27.2,73.4,,,,,
2022/6/23 14:10,27.1,71.6,,,,,
2022/6/23 14:15,27.1,71,,,,,
2022/6/23 14:20,27.1,73.6,,,,,
2022/6/23 14:25,27,73.2,,,,,
2022/6/23 14:30,27,70.3,,,,,
2022/6/23 14:35,27.1,72.4,,,,,
2022/6/23 14:40,27.1,72.3,,,,,
2022/6/23 14:45,27.1,71.9,,,,,
2022/6/23 14:50,27.2,71.6,,,,,
2022/6/23 14:55,27.2,72.4,,,,,
2022/6/23 15:00,27.2,72.2,,,,,
2022/6/23 15:05,27.2,71.3,,,,,
2022/6/23 15:10,27.1,71.9,,,,,
2022/6/23 15:15,27.1,70.3,,,,,
2022/6/23 15:20,27.1,70,,,,,
2022/6/23 15:25,27,70.8,,,,,
2022/6/23 15:30,26.9,68.7,,,,,
2022/6/23 15:35,27,66.9,,,,,
2022/6/23 15:40,26.9,68,,,,,
2022/6/23 15:45,26.9,67.8,,,,,
2022/6/23 15:50,27.1,69.5,,,,,
2022/6/23 15:55,27.1,68.9,,,,,
2022/6/23 16:00,27.2,68.5,,,,,
2022/6/23 16:05,27.2,66.8,,,,,
2022/6/23 16:10,27.1,67.6,,,,,
2022/6/23 16:15,27.1,66.4,,,,,
2022/6/23 16:20,27.1,68.4,,,,,
2022/6/23 16:25,27.2,68.5,,,,,
2022/6/23 16:30,27.3,68.9,,,,,
2022/6/23 16:35,27.3,68.6,,,,,
2022/6/23 16:40,27.2,69.3,,,,,
2022/6/23 16:45,27.2,68.9,,,,,
2022/6/23 16:50,27.3,68,,,,,
2022/6/23 16:55,27.2,69,,,,,
2022/6/23 17:00,27.2,68.7,,,,,
2022/6/23 17:05,27.3,69.1,,,,,
2022/6/23 17:10,27.2,69.2,,,,,
2022/6/23 17:15,27.2,69.1,,,,,
2022/6/23 17:20,27.2,68.8,,,,,
2022/6/23 17:25,27.4,68.3,,,,,
2022/6/23 17:30,27.4,68.4,,,,,
2022/6/23 17:35,27.4,68.1,,,,,
2022/6/23 17:40,27.3,68.5,,,,,
2022/6/23 17:45,27,67.5,,,,,
2022/6/23 17:50,26.6,69.4,,,,,
2022/6/23 17:55,26.4,70,,,,,
2022/6/23 18:00,26.5,71.3,,,,,
2022/6/23 18:05,26.3,69.9,,,,,
2022/6/23 18:10,26.3,71.8,,,,,
2022/6/23 18:15,26.5,71.6,,,,,
2022/6/23 18:20,26.7,71.9,,,,,
2022/6/23 18:25,26.8,72.2,,,,,
2022/6/23 18:30,26.7,72.5,,,,,
2022/6/23 18:35,26.8,72.6,,,,,
2022/6/23 18:40,26.7,72.7,,,,,
2022/6/23 18:45,26.7,73.2,,,,,
2022/6/23 18:50,26.7,73.2,,,,,
2022/6/23 18:55,26.6,73.4,,,,,
2022/6/23 19:00,26.7,73.8,,,,,
2022/6/23 19:05,26.7,73.9,,,,,
2022/6/23 19:10,26.6,74.7,,,,,
2022/6/23 19:15,26.5,74.7,,,,,
2022/6/23 19:20,26.6,75.8,,,,,
2022/6/23 19:25,26.5,76.1,,,,,
2022/6/23 19:30,26.7,76.4,,,,,
2022/6/23 19:35,26.6,77.3,,,,,
2022/6/23 19:40,26.5,77.6,,,,,
2022/6/23 19:45,26.8,78.5,,,,,
2022/6/23 19:50,26.8,79,,,,,
2022/6/23 19:55,26.8,79.3,,,,,
2022/6/23 20:00,26.8,79.8,,,,,
2022/6/23 20:05,26.7,80,,,,,
2022/6/23 20:10,26.7,80.4,,,,,
2022/6/23 20:15,26.6,80.1,,,,,
2022/6/23 20:20,26.5,80.6,,,,,
2022/6/23 20:25,26.5,79.9,,,,,
2022/6/23 20:30,26.5,80.2,,,,,
2022/6/23 20:35,26.5,79.9,,,,,
2022/6/23 20:40,26.5,79.4,,,,,
2022/6/23 20:45,26.5,79.5,,,,,
2022/6/23 20:50,26.5,79.3,,,,,
2022/6/23 20:55,26.4,77.2,,,,,
2022/6/23 21:00,26.3,78.7,,,,,
2022/6/23 21:05,26.4,78.1,,,,,
2022/6/23 21:10,26.1,78,,,,,
2022/6/23 21:15,26.1,75.4,,,,,
2022/6/23 21:20,26.1,74.2,,,,,
2022/6/23 21:25,26.3,77.3,,,,,
2022/6/23 21:30,26.4,76.7,,,,,
2022/6/23 21:35,26.4,76.2,,,,,
2022/6/23 21:40,26.3,77,,,,,
2022/6/23 21:45,26.5,76.5,,,,,
2022/6/23 21:50,26.3,75.1,,,,,
2022/6/23 21:55,26.2,74.7,,,,,
2022/6/23 22:00,26,73.9,,,,,
2022/6/23 22:05,25.8,73,,,,,
2022/6/23 22:10,26,74.2,,,,,
2022/6/23 22:15,26.1,72.1,,,,,
2022/6/23 22:20,25.9,73.1,,,,,
2022/6/23 22:25,26,73.3,,,,,
2022/6/23 22:30,26.2,72.8,,,,,
2022/6/23 22:35,26.2,72.7,,,,,
2022/6/23 22:40,26,72.5,,,,,
2022/6/23 22:45,26,71.9,,,,,
2022/6/23 22:50,25.9,71.5,,,,,
2022/6/23 22:55,25.7,69.8,,,,,
2022/6/23 23:00,25.7,69.6,,,,,
2022/6/23 23:05,25.7,69.9,,,,,
2022/6/23 23:10,25.7,69.9,,,,,
2022/6/23 23:15,25.8,69,,,,,
2022/6/23 23:20,25.6,68.6,,,,,
2022/6/27 9:29,25,59.9,,,,,
2022/6/27 9:34,25,59.6,,,,,
2022/6/27 9:39,25,59.7,,,,,
2022/6/27 9:44,25.1,59.4,,,,,
2022/6/27 9:49,25.1,59.6,,,,,
2022/6/27 9:54,24.9,59.6,,,,,
2022/6/27 9:59,24.9,59.9,,,,,
2022/6/27 10:04,24.9,59.8,,,,,
2022/6/27 10:09,25.2,59.7,,,,,
2022/6/27 10:14,25,59.7,,,,,
2022/6/27 10:19,24.9,60.2,,,,,
2022/6/27 10:24,24.9,60.3,,,,,
2022/6/27 10:29,25,60.4,,,,,
2022/6/27 10:34,25,60.5,,,,,
2022/6/27 10:39,25.1,60.4,,,,,
2022/6/27 10:44,25.1,60.2,,,,,
2022/6/27 10:49,25.2,59.9,,,,,
2022/6/27 10:54,25.1,59.4,,,,,
2022/6/27 10:59,25.2,60,,,,,
2022/6/27 11:04,25.2,59,,,,,
2022/6/27 11:09,25.1,59.5,,,,,
2022/6/27 11:14,24.9,59.8,,,,,
2022/6/27 11:19,24.9,60,,,,,
2022/6/27 11:24,25,60.2,,,,,
2022/6/27 11:29,25,60.6,,,,,
2022/6/27 11:34,25.1,60.6,,,,,
2022/6/27 11:39,25.1,60.8,,,,,
2022/6/27 11:44,25.2,60.7,,,,,
2022/6/27 11:49,25.1,60.7,,,,,
2022/6/27 11:54,25.4,60.2,,,,,
2022/6/27 11:59,25.6,59.9,,,,,
2022/6/27 12:04,25.3,59.9,,,,,
2022/6/27 12:09,25.4,60.1,,,,,
2022/6/27 12:14,25.5,59.8,,,,,
2022/6/27 12:19,25.7,59.7,,,,,
2022/6/27 12:24,25.7,59.6,,,,,
2022/6/27 12:29,25.8,59.6,,,,,
2022/6/27 12:34,25.6,59.2,,,,,
2022/6/27 12:39,25.4,58.6,,,,,
2022/6/27 12:44,25.4,58.6,,,,,
2022/6/27 12:49,25.3,58.7,,,,,
2022/6/27 12:54,25.3,58.6,,,,,
2022/6/27 12:59,25.6,58.4,,,,,
2022/6/27 13:04,25.5,57.7,,,,,
2022/6/27 13:09,25.3,58.4,,,,,
2022/6/27 13:14,25.4,58.4,,,,,
2022/6/27 13:19,25.4,57.9,,,,,
2022/6/27 13:24,25.5,57.5,,,,,
2022/6/27 13:29,25.2,57.6,,,,,
2022/6/27 13:34,25.2,57.7,,,,,
2022/6/27 13:39,25.2,57.7,,,,,
2022/6/27 13:44,25.3,57.2,,,,,
2022/6/27 13:49,25.6,57.4,,,,,
2022/6/27 13:54,25.5,56.6,,,,,
2022/6/27 13:59,25.2,56.9,,,,,
2022/6/27 14:04,25.1,57.3,,,,,
2022/6/27 14:09,25.1,57.7,,,,,
2022/6/27 14:14,25.4,57.3,,,,,
2022/6/27 14:19,25.7,57.4,,,,,
2022/6/27 14:24,25.6,57.2,,,,,
2022/6/27 14:29,25.5,57.2,,,,,
2022/6/27 14:34,25.5,57.1,,,,,
2022/6/27 14:39,25.5,57.1,,,,,
2022/6/27 14:44,25.6,56.9,,,,,
2022/6/27 14:49,25.7,56.8,,,,,
2022/6/27 14:54,25.6,57,,,,,
2022/6/27 14:59,25.6,56.8,,,,,
2022/6/27 15:04,25.5,56.9,,,,,
2022/6/27 15:09,25.5,56.7,,,,,
2022/6/27 15:14,25.4,57.3,,,,,
2022/6/27 15:19,25.5,57.1,,,,,
2022/6/27 15:24,25.6,57.2,,,,,
2022/6/27 15:29,25.6,56.8,,,,,
2022/6/27 15:34,25.6,57,,,,,
2022/6/27 15:39,25.4,57.1,,,,,
2022/6/27 15:44,25.4,57.3,,,,,
2022/6/27 15:49,25.5,57,,,,,
2022/6/27 15:54,25.6,57,,,,,
2022/6/27 15:59,25.6,56.9,,,,,
2022/6/27 16:04,25.6,56.9,,,,,
2022/6/27 16:09,25.6,56.7,,,,,
2022/6/27 16:14,25.6,56.8,,,,,
2022/6/27 16:19,25.7,56.7,,,,,
2022/6/27 16:24,25.7,56.7,,,,,
2022/6/27 16:29,25.7,57.1,,,,,
2022/6/27 16:34,25.7,56.6,,,,,
2022/6/27 16:39,25.6,56.8,,,,,
2022/6/27 16:44,25.6,56.5,,,,,
2022/6/27 16:49,25.4,56,,,,,
2022/6/27 16:54,25.4,55.9,,,,,
2022/6/27 16:59,25.4,56.1,,,,,
2022/6/27 17:04,25.1,56.5,,,,,
2022/6/27 17:09,25.1,56.9,,,,,
2022/6/27 17:14,25.3,57,,,,,
2022/6/27 17:19,25.3,57.3,,,,,
2022/6/27 17:24,25.4,57.2,,,,,
2022/6/27 17:29,25.5,56.9,,,,,
2022/6/27 17:34,25.7,56.6,,,,,
2022/6/27 17:39,25.8,56.3,,,,,
2022/6/27 17:44,25.9,56.6,,,,,
2022/6/27 17:49,26,56.8,,,,,
2022/6/27 17:54,26,57.4,,,,,
2022/6/27 17:59,26,58.1,,,,,
2022/6/27 18:04,26.1,58.2,,,,,
2022/6/27 18:09,26,59.2,,,,,
2022/6/27 18:14,26.1,59.7,,,,,
2022/6/27 18:19,26.1,60.3,,,,,
2022/6/27 18:24,26,60.3,,,,,
2022/6/27 18:29,26,59.7,,,,,
2022/6/27 18:34,25.9,60.8,,,,,
2022/6/27 18:39,26,60.9,,,,,
2022/6/27 18:44,26,61.4,,,,,
2022/6/27 18:49,25.9,61.2,,,,,
2022/6/27 18:54,25.9,60.1,,,,,
2022/6/27 18:59,25.6,56.7,,,,,
2022/6/27 19:04,25.6,58.7,,,,,
2022/6/27 19:09,25.8,55.6,,,,,
2022/6/27 19:14,25.6,55.4,,,,,
2022/6/27 19:19,25.8,55.3,,,,,
2022/6/27 19:24,25.9,57.3,,,,,
2022/6/27 19:29,25.9,59.9,,,,,
2022/6/27 19:34,25.9,59,,,,,
2022/6/27 19:39,26,60.1,,,,,
2022/6/27 19:44,25.9,60.7,,,,,
2022/6/27 19:49,25.9,55.4,,,,,
2022/6/27 19:54,25.8,56.6,,,,,
2022/6/27 19:59,25.9,59.9,,,,,
2022/6/27 20:04,26.1,60.5,,,,,
2022/6/27 20:09,25.9,56.7,,,,,
2022/6/27 20:14,25.6,56.2,,,,,
2022/6/27 20:19,25.2,57.1,,,,,
2022/6/27 20:24,25.1,56.5,,,,,
2022/6/27 20:29,25.3,57.1,,,,,
2022/6/27 20:34,25.6,56,,,,,
2022/6/27 20:39,25.7,55.3,,,,,
2022/6/27 20:44,25.2,55.5,,,,,
2022/6/27 20:49,25,56.4,,,,,
2022/6/27 20:54,24.9,57,,,,,
2022/6/27 20:59,25.1,56.9,,,,,
2022/6/27 21:04,25.3,56.4,,,,,
2022/6/27 21:09,25.4,56.7,,,,,
2022/6/27 21:14,25.5,56.6,,,,,
2022/6/27 21:19,25.7,57.1,,,,,
2022/6/27 21:24,25.8,56.8,,,,,
2022/6/27 21:29,25.9,56.3,,,,,
2022/6/27 21:34,25.9,56.6,,,,,
2022/6/27 21:39,25.7,55.9,,,,,
2022/6/27 21:44,25.9,57,,,,,
2022/6/27 21:49,25.9,56.7,,,,,
2022/6/27 21:54,25.9,56.9,,,,,
2022/6/27 21:59,25.9,56.9,,,,,
2022/6/27 22:04,25.9,57.8,,,,,
2022/6/27 22:09,25.8,57.4,,,,,
2022/6/27 22:14,25.7,55.5,,,,,
2022/6/27 22:19,25.6,56.5,,,,,
2022/6/27 22:24,25.5,56.6,,,,,
2022/6/27 22:29,25.5,56.3,,,,,
2022/6/27 22:34,25.3,56.9,,,,,
2022/6/27 22:39,25.2,57.2,,,,,
2022/6/27 22:44,25.1,57.8,,,,,
2022/6/27 22:49,25.1,57.9,,,,,
2022/6/27 22:54,25.1,58.9,,,,,
2022/6/27 22:59,25.1,60.6,,,,,
2022/6/27 23:04,25,64.9,,,,,
2022/6/27 23:09,25.1,64.8,,,,,
2022/6/27 23:14,25.1,66.4,,,,,
2022/6/27 23:19,25.1,67.1,,,,,
2022/6/27 23:24,25.3,67.3,,,,,
2022/6/27 23:29,25.2,68.4,,,,,
2022/6/27 23:34,25.1,69,,,,,
2022/6/27 23:39,25.2,69.7,,,,,
2022/6/27 23:44,25.2,70.8,,,,,
2022/6/27 23:49,25.1,70.9,,,,,
2022/6/27 23:54,25.2,71.4,,,,,
2022/6/27 23:59,25.1,72.2,,,,,
,25.1,73.2,,,,,
2022/6/29 9:54,26.1,59.8,,,,,
2022/6/29 9:59,26.2,60.3,,,,,
2022/6/29 10:04,26.2,60.3,,,,,
2022/6/29 10:09,26.3,60.3,,,,,
2022/6/29 10:14,26.3,60.1,,,,,
2022/6/29 10:19,26.2,59.7,,,,,
2022/6/29 10:24,26.2,59.1,,,,,
2022/6/29 10:29,26.2,60.1,,,,,
2022/6/29 10:34,26.2,60.1,,,,,
2022/6/29 10:39,26.2,59.8,,,,,
2022/6/29 10:44,26.2,57.2,,,,,
2022/6/29 10:49,26,54.4,,,,,
2022/6/29 10:54,25.8,53.3,,,,,
2022/6/29 10:59,25.7,52.8,,,,,
2022/6/29 11:04,26,54.1,,,,,
2022/6/29 11:09,26.2,55.5,,,,,
2022/6/29 11:14,26.2,55.2,,,,,
2022/6/29 11:19,26.3,55.8,,,,,
2022/6/29 11:24,26.4,57.9,,,,,
2022/6/29 11:29,26.3,57,,,,,
2022/6/29 11:34,25.9,55.3,,,,,
2022/6/29 11:39,26.1,56.4,,,,,
2022/6/29 11:44,26.2,56.5,,,,,
2022/6/29 11:49,26.2,56.8,,,,,
2022/6/29 11:54,26.4,57.3,,,,,
2022/6/29 11:59,26.4,58.8,,,,,
2022/6/29 12:04,26.3,58.5,,,,,
2022/6/29 12:09,26.4,58.2,,,,,
2022/6/29 12:14,26.2,56.7,,,,,
2022/6/29 12:19,26.3,58.3,,,,,
2022/6/29 12:24,26.2,55.1,,,,,
2022/6/29 12:29,26.3,55.4,,,,,
2022/6/29 12:34,26.3,56.6,,,,,
2022/6/29 12:39,26.2,54,,,,,
2022/6/29 12:44,26.2,56.3,,,,,
2022/6/29 12:49,26.4,56.6,,,,,
2022/6/29 12:54,26.4,58,,,,,
2022/6/29 12:59,26.5,58.2,,,,,
2022/6/29 13:04,26.4,59.1,,,,,
2022/6/29 13:09,26.4,59.3,,,,,
2022/6/29 13:14,26.5,59.8,,,,,
2022/6/29 13:19,26.6,60.4,,,,,
2022/6/29 13:24,26.6,63,,,,,
2022/6/29 13:29,26.5,59.8,,,,,
2022/6/29 13:34,25.8,58.5,,,,,
2022/6/29 13:39,26,59,,,,,
2022/6/29 13:44,26.1,57.3,,,,,
2022/6/29 13:49,26.1,57.4,,,,,
2022/6/29 13:54,26,56.7,,,,,
2022/6/29 13:59,26,56.7,,,,,
2022/6/29 14:04,25.9,55.6,,,,,
2022/6/29 14:09,25.9,56.1,,,,,
2022/6/29 14:14,25.9,55.5,,,,,
2022/6/29 14:19,26,55.1,,,,,
2022/6/29 14:24,25.9,55.1,,,,,
2022/6/29 14:29,25.9,54.9,,,,,
2022/6/29 14:34,25.9,55.9,,,,,
2022/6/29 14:39,25.9,56.3,,,,,
2022/6/29 14:44,26,56.5,,,,,
2022/6/29 14:49,26,56.3,,,,,
2022/6/29 14:54,26,56.7,,,,,
2022/6/29 14:59,26.1,56.3,,,,,
2022/6/29 15:04,26.3,56.9,,,,,
2022/6/29 15:09,26.5,57.2,,,,,
2022/6/29 15:14,26.6,58.5,,,,,
2022/6/29 15:19,26.8,60,,,,,
2022/6/29 15:24,26.8,60.4,,,,,
2022/6/29 15:29,26.9,61.9,,,,,
2022/6/29 15:34,27.1,62.7,,,,,
2022/6/29 15:39,27.2,63.9,,,,,
2022/6/29 15:44,27.1,64.3,,,,,
2022/6/29 15:49,27.2,64.3,,,,,
2022/6/29 15:54,27.2,63.4,,,,,
2022/6/29 15:59,27,64.2,,,,,
2022/6/29 16:04,27.1,63.9,,,,,
2022/6/29 16:09,27.1,64,,,,,
2022/6/29 16:14,26.8,60.8,,,,,
2022/6/29 16:19,26.5,60.2,,,,,
2022/6/29 16:24,26.5,59.4,,,,,
2022/6/29 16:29,26.6,57.8,,,,,
2022/6/29 16:34,26.4,58.9,,,,,
2022/6/29 16:39,26.3,59.1,,,,,
2022/6/29 16:44,26.6,59.3,,,,,
2022/6/29 16:49,26.6,59.8,,,,,
2022/6/29 16:54,26.8,59.4,,,,,
2022/6/29 16:59,27,59.2,,,,,
2022/6/29 17:04,27.3,59.2,,,,,
2022/6/29 17:09,27,60.3,,,,,
2022/6/29 17:14,27.1,60.5,,,,,
2022/6/29 17:19,27,60.3,,,,,
2022/6/29 17:24,26.9,60.3,,,,,
2022/6/29 17:29,26.6,58.4,,,,,
2022/6/29 17:34,26.5,59,,,,,
2022/6/29 17:39,26.6,59,,,,,
2022/6/29 17:44,26.4,56.8,,,,,
2022/6/29 17:49,26.5,57.5,,,,,
2022/6/29 17:54,26.7,57.5,,,,,
2022/6/29 17:59,26.6,56.7,,,,,
2022/6/29 18:04,26.7,57.6,,,,,
2022/6/29 18:09,26.8,57.5,,,,,
2022/6/29 18:14,26.8,57.1,,,,,
2022/6/29 18:19,26.8,57,,,,,
2022/6/29 18:24,27,56.9,,,,,
2022/6/29 18:29,26.8,56.4,,,,,
2022/6/29 18:34,26.9,56.5,,,,,
2022/6/29 18:39,26.9,56,,,,,
2022/6/29 18:44,26.9,56,,,,,
2022/6/29 18:49,27,55.9,,,,,
2022/6/29 18:54,26.9,55.9,,,,,
2022/6/29 18:59,26.8,55.8,,,,,
2022/6/29 19:04,26.5,55.1,,,,,
2022/6/29 19:09,26.4,54.3,,,,,
2022/6/29 19:14,26.6,54.1,,,,,
2022/6/29 19:19,26.6,53.8,,,,,
2022/6/29 19:24,26.7,53.8,,,,,
2022/6/29 19:29,26.8,53.8,,,,,
2022/6/29 19:34,26.8,53.5,,,,,
2022/6/29 19:39,26.7,53.5,,,,,
2022/6/29 19:44,26.7,53.3,,,,,
2022/6/29 19:49,26.6,53.1,,,,,
2022/6/29 19:54,26.6,52.7,,,,,
2022/6/29 19:59,26.6,52.8,,,,,
2022/6/29 20:04,26.6,52.5,,,,,
2022/6/29 20:09,26.6,52.6,,,,,
2022/6/29 20:14,26.7,52.5,,,,,
2022/6/29 20:19,26.7,52.5,,,,,
